id,name,headshot_url,profession,specialty,event_title
323,Dr. Paul Kim,https://assets.swoogo.com/uploads/thumb/4703434-6759d1d76491e.jpg,"Chief Executive Officer, Planet Smile Partners",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
300,Dr. Peter Rivoli,https://assets.swoogo.com/uploads/thumb/3812332-661ec9b496456.png,"Owner, Founder and Orthodontist, Rivoli Dental; Managing Partner, High Rye Dental",Orthodontics,Becker's 4th Annual Future of Dentistry Roundtable
324,Dr. Ronald Saffar,https://assets.swoogo.com/uploads/thumb/3897083-663907b32673c.jpg,"Owner, Founder and Orthodontist, My Orthodontist",Orthodontics,Becker's 4th Annual Future of Dentistry Roundtable
303,Dr. Sami Webb,https://assets.swoogo.com/uploads/thumb/4949207-67b50f06161eb.jpg,"Chief Executive Officer, Epic4 Specialty Partners",Oral Surgery,Becker's 4th Annual Future of Dentistry Roundtable
313,Dr. Sibera Brannon,https://assets.swoogo.com/uploads/thumb/4111122-667ad1160443a.jpg,"Dentist and Owner, Affordable Dentures and Implants",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
334,Dr. Tammeka Nickleberry,https://assets.swoogo.com/uploads/thumb/3959397-664d046c4398a.jpg,"Chief Executive Officer, TLN Family & Cosmetic Dentistry",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
299,Dr. Timothy McVaney,https://assets.swoogo.com/uploads/thumb/4703509-6759d573db35a.jpg,"Owner and Periodontist, Specialty Dental Care P.C.",Periodontics,Becker's 4th Annual Future of Dentistry Roundtable
337,Dr. Yahya Mansour,https://assets.swoogo.com/uploads/thumb/3515176-65c25c6f80ed1.jpg,"Co-Founder and Chief Dental Officer, Rodeo Dental & Orthodontics",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
365,"Emily Letran, DDS, MS",https://assets.swoogo.com/uploads/thumb/4594489-67227e25b4de5.jpeg,"Doctor of Dental Surgery, Master of Science",Dental Leadership,Becker's 4th Annual Future of Dentistry Roundtable
414,Emily Vanney,attached_assets/image_1753120195274.png,Chief Operating and Clinical Officer,Dental Operations,Becker's 4th Annual Future of Dentistry Roundtable
409,Eric Tobler,attached_assets/image_1753115456062.png,Dental Technology Expert,Digital Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
377,Erin A. O'Neil,https://assets.swoogo.com/uploads/thumb/4703520-6759d5eaea4e1.jpg,"RDH, BA, MS, MPH, Chief Compliance and Hygiene Officer, Passion Dental",Dental Leadership,Becker's 4th Annual Future of Dentistry Roundtable
309,Francesca Pregano,https://assets.swoogo.com/uploads/thumb/4703525-6759d67e92be2.jpg,"Chief Operating Officer, Smile Makers Dental Center",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
386,Greig Davis,https://assets.swoogo.com/uploads/thumb/4340002-66ce3453c3cc5.jpg,"CPA CVA MST, Managing Partner","QX Equities, Flossophy Dental Management",Becker's 4th Annual Future of Dentistry Roundtable
387,Haim Haviv,https://assets.swoogo.com/uploads/thumb/4703402-6759cfa6dbf9d.jpg,Founder and Chief Executive Officer,Hudson Dental,Becker's 4th Annual Future of Dentistry Roundtable
347,Heather Foster,https://assets.swoogo.com/uploads/thumb/4648835-673cf75b41323.jpg,"Chief Executive Officer, Heritage Dental Group",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
280,Heather Foster,https://assets.swoogo.com/uploads/thumb/4648835-673cf75b41323.jpg,Chief Executive Officer,Heritage Dental Group,Becker's 4th Annual Future of Dentistry Roundtable
389,Hoss Said,https://assets.swoogo.com/uploads/thumb/5512189-68648fed48935.jpg,"MBA, Vice President","Children's Primary Dental Group, Massoumi Dental Corporation",Becker's 4th Annual Future of Dentistry Roundtable
308,Jackson Tralongo,https://assets.swoogo.com/uploads/thumb/4703552-6759d7c833e56.png,"President, T Management",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
318,Jaideep R. Deshpande,/attached_assets/image_1753110818070.png,"Executive Director, Strategy and Marketing, College of Dentistry, University of Illinois Chicago",Dental Education,Becker's 4th Annual Future of Dentistry Roundtable
351,Jaime Burks,https://assets.swoogo.com/uploads/thumb/4703324-6759cca482d01.jpg,"Senior Director, Operations, Providence Dental Partners",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
282,Jason Huml,https://assets.swoogo.com/uploads/thumb/3924444-66422ff1063d0.jpg,"MBA, Chief Operating Officer",Chicago Dental Partners,Becker's 4th Annual Future of Dentistry Roundtable
322,Jason Huml,https://assets.swoogo.com/uploads/thumb/3924444-66422ff1063d0.jpg,"Chief Operating Officer, Chicago Dental Partners",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
402,Jason Korkus,https://assets.swoogo.com/uploads/thumb/4335828-66ccf7042ee37.jpg,"DDS, President, Sonrisa Family Dental, Community Dental Centers of America",General Dentistry and DSO Operations,Becker's 4th Annual Future of Dentistry Roundtable
376,Jason Mann,https://assets.swoogo.com/uploads/thumb/4086807-66703b800ead5.jpeg,"DMD, Co-Founder and Chief Dental Officer, Providence Dental Partners",Dental Leadership,Becker's 4th Annual Future of Dentistry Roundtable
348,Jeffrey Tomcsik,https://assets.swoogo.com/uploads/thumb/2619554-6467cb9e9c881.jpg,"Chief Executive Officer, Grand Dental Group",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
340,Joe Feldsien,attached_assets/image_1753113788288.png,"President, Medical, PDS Health",Healthcare Administration,Becker's 4th Annual Future of Dentistry Roundtable
405,Joseph Kolligian,attached_assets/image_1753115046057.png,Dental Professional,Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
401,Joshua Edward Everts,attached_assets/image_1753114403127.png,"DDS, MD, FACS, Chief Clinical Officer, OMS360; Owner and Surgeon, Community Oral Facial Surgery",Oral and Maxillofacial Surgery,Becker's 4th Annual Future of Dentistry Roundtable
408,Justin Lai,attached_assets/image_1753115441163.png,Dental Technology Expert,Digital Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
363,Kalpesh Patel,attached_assets/image_1753120650807.png,Dental Professional,Patient-First Care,Becker's 4th Annual Future of Dentistry Roundtable
378,Kate Wilson,https://assets.swoogo.com/uploads/thumb/4703559-6759d8165cb16.png,"DMD, Senior Vice President, Clinical Affairs, Premier Care Dental Management",Dental Leadership,Becker's 4th Annual Future of Dentistry Roundtable
390,Loren Israelsen,https://assets.swoogo.com/uploads/thumb/4703424-6759d10e9f9d7.jpg,"DDS, Founder and Chief Executive Officer",Positive Impact Dental Alliance,Becker's 4th Annual Future of Dentistry Roundtable
384,Louis Chmura,/attached_assets/image_1753112229274.png,Dental Industry Executive,DSO Leadership,Becker's 4th Annual Future of Dentistry Roundtable
310,Lynda Ricketson,https://assets.swoogo.com/uploads/thumb/3027991-65245ac5d744b.jpg,"President and Chief Executive Officer, Dental Lifeline Network",Public Health Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
383,Mark Censoprano,/attached_assets/image_1753111923782.png,Dental Industry Executive,DSO Leadership,Becker's 4th Annual Future of Dentistry Roundtable
391,Mark Lakis,https://assets.swoogo.com/uploads/thumb/4243197-66b3d4b920dca.jpg,Chief Executive Officer,Today's Dental Network,Becker's 4th Annual Future of Dentistry Roundtable
369,Mark T. Murphy,https://assets.swoogo.com/uploads/thumb/5496483-685d59d21e850.jpg,"Executive Director, DDS, D. IAOS, D. ABDSM, FAGD",Dental Sleep Medicine,Becker's 4th Annual Future of Dentistry Roundtable
362,Marlon Brown,https://assets.swoogo.com/uploads/thumb/4725894-6759f36fae2ba.jpg,Dental Professional,Patient-First Care,Becker's 4th Annual Future of Dentistry Roundtable
411,Matthew Simko,attached_assets/image_1753119773736.png,"Director, Brand Marketing",Dental Marketing,Becker's 4th Annual Future of Dentistry Roundtable
332,Michael Acierno,https://assets.swoogo.com/uploads/thumb/4703226-6759c8d1a29e7.jpg,"President and Chief Medical Officer, DecisionOne Dental Partners",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
302,Michelle Brumfield,https://assets.swoogo.com/uploads/thumb/4703316-6759cc59c0edb.jpg,"Director, Operations, Blue Sage Dental Group",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
319,Nick Murray,https://assets.swoogo.com/uploads/thumb/3998276-665dd472c437c.jpg,"Vice President, Operations, Tailwater Dental Partners",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
388,Nick N. Khalili,https://assets.swoogo.com/uploads/thumb/4703433-6759d17b9ba61.jpg,"MST, MBA, CM&AA, Chief Financial Officer",Cornerstone Group,Becker's 4th Annual Future of Dentistry Roundtable
284,Paul Kim,https://assets.swoogo.com/uploads/thumb/4703434-6759d1d76491e.jpg,"DDS, MS, MBA, CEO",Planet Smile Partners,Becker's 4th Annual Future of Dentistry Roundtable
412,Peter Swenson,attached_assets/image_1753119817547.png,Chief Executive Officer,Dental Management,Becker's 4th Annual Future of Dentistry Roundtable
295,Phil Cassis,https://assets.swoogo.com/uploads/thumb/4703387-6759cf29ac6cd.png,"Co-Founder & CEO, Providence Dental Partners",DSO Leadership,Becker's 4th Annual Future of Dentistry Roundtable
321,Rashed Din,https://assets.swoogo.com/uploads/thumb/4703341-6759cd987efd4.jpg,"Chief Executive Officer, Maya Dental",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
379,Ray Caruso,https://assets.swoogo.com/uploads/thumb/2619548-6467cb1c0b17d.jpg,"Chief Executive Officer, Lone Peak Dental Group",Dental Access & Equity,Becker's 4th Annual Future of Dentistry Roundtable
352,Rose House,https://assets.swoogo.com/uploads/thumb/4703409-6759d00884342.png,"Regional Director, Operations, Illinois, P1 Dental Partners",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
315,Sabrina Sennett,/attached_assets/image_1753111600370.png,"Vice President, Operations, Heartland Dental",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
392,Sara Mahmood,https://assets.swoogo.com/uploads/thumb/3389965-65870b0cb5f0d.png,"DDS, MS, MAGD, Chief Executive Officer and President",brush365,Becker's 4th Annual Future of Dentistry Roundtable
297,Sarah Cottingham,https://assets.swoogo.com/uploads/thumb/4704196-6759f36fae2ba.jpg,"COO, Dental Design Studios",Operations & Growth,Becker's 4th Annual Future of Dentistry Roundtable
357,Sarah Cottingham,https://assets.swoogo.com/uploads/thumb/4704196-6759f36fae2ba.jpg,"Chief Operating Officer, Dental Design Studios",Dental Hygiene,Becker's 4th Annual Future of Dentistry Roundtable
367,"Sarah Cottingham, RDH",https://assets.swoogo.com/uploads/thumb/4704196-6759f36fae2ba.jpg,Registered Dental Hygienist,Dental Leadership,Becker's 4th Annual Future of Dentistry Roundtable
394,Sodabeh Etminan,https://assets.swoogo.com/uploads/thumb/3541059-65ca43f30eaa2.jpg,"DMD, MPH, Senior Director","Oral Health, University of Illinois Mile Square Health Center",Becker's 4th Annual Future of Dentistry Roundtable
406,Stacia Edmond,attached_assets/image_1753115147437.png,Dental Professional,Diversity Leadership,Becker's 4th Annual Future of Dentistry Roundtable
385,Stef Simich,/attached_assets/image_1753112243990.png,Dental Industry Executive,DSO Leadership,Becker's 4th Annual Future of Dentistry Roundtable
279,Stephen Floe,https://assets.swoogo.com/uploads/thumb/4385773-66e0804e5aeeb.jpeg,Chief Executive Officer,Voyager Dental,Becker's 4th Annual Future of Dentistry Roundtable
360,Sundeep Rawal,https://assets.swoogo.com/uploads/full/5052562-67d081b0847b5.jpg,"SVP, Implant Support Services",Dental Leadership,Becker's 4th Annual Future of Dentistry Roundtable
382,Suzie Ramos,/attached_assets/image_1753111899535.png,Dental Industry Executive,DSO Leadership,Becker's 4th Annual Future of Dentistry Roundtable
305,Trevor Maurer,https://assets.swoogo.com/uploads/thumb/5429649-6842ab7fe456f.jpeg,"Chief Executive Officer, OMS360",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
410,Troy Aikman,/attached_assets/image_1753207085107.png,"Pro Football Hall of Fame Quarterback, Emmy-nominated Broadcaster, and Voice of ESPN's Monday Night Football",Celebrity Keynote,Becker's 4th Annual Future of Dentistry Roundtable
275,Troy Aikman,/attached_assets/image_1753207085107.png,"Pro Football Hall of Fame Quarterback, ESPN Monday Night Football Analyst",Sports Broadcasting & Leadership,Becker's 4th Annual Future of Dentistry Roundtable
399,Wayne Silverman,https://assets.swoogo.com/uploads/thumb/4335805-66ccf598854cd.jpeg,"DDS, Chief Dental Officer, Collective Care Dental",Dental Insurance and Payer Relations,Becker's 4th Annual Future of Dentistry Roundtable
90,Dr. Algirdas Puisys,/attached_assets/image_1752678760844.png,"DDS, PhD",Peri-Implantitis Treatment,Greater New York Academy of Prosthodontics 70th Scientific Meeting
89,Dr. Andrea Ricci,https://www.digitalsmiledesignclinics.com/hubfs/digitalsmiledesign.clinic/13_Studio_Ricci_Firenze/02_Master_Photo/Dr-Andrea-Ricci-v2.jpg,Prosthodontist,Terminal Dentition Restoration,Greater New York Academy of Prosthodontics 70th Scientific Meeting
96,Dr. Anthony Sallustio,/attached_assets/image_1752679713683.png,DDS,Digital Full Arch Treatment,Greater New York Academy of Prosthodontics 70th Scientific Meeting
84,Dr. Carlos de Carvalho,/attached_assets/image_1752677393017.png,Prosthodontist,Adhesive Rehabilitations,Greater New York Academy of Prosthodontics 70th Scientific Meeting
98,Dr. David Norré,/attached_assets/image_1752678394606.png,DDS,Full Arch Restoration,Greater New York Academy of Prosthodontics 70th Scientific Meeting
82,Dr. Giacomo Fabbri,https://www.nobelbiocare.com/sites/g/files/wdvifx201/files/styles/mobile_375_full_width_x1/public/Giacomo%20Fabbri.png.webp?itok=e-Snsspn,Prosthodontist,Bonded Zirconia Restorations,Greater New York Academy of Prosthodontics 70th Scientific Meeting
92,Dr. Howard Gluckman,/attached_assets/image_1752679260074.png,"BDS, MChD, PhD",Partial Extraction Therapies,Greater New York Academy of Prosthodontics 70th Scientific Meeting
91,Dr. Isabella Rocchietta,/attached_assets/image_1752679122658.png,"DDS, MSc",Guided Bone Regeneration,Greater New York Academy of Prosthodontics 70th Scientific Meeting
85,Dr. Iñaki Gamborena,https://www.premiumdentalclinics.com/assets/images/people/gamborena.jpg,Prosthodontist,Esthetic Outcomes,Greater New York Academy of Prosthodontics 70th Scientific Meeting
95,Dr. Jim Janakievski,/attached_assets/image_1752679678880.png,"DDS, MSD",Segmental Osteotomy,Greater New York Academy of Prosthodontics 70th Scientific Meeting
88,Dr. Marta Revilla León,/attached_assets/image_1752678208551.png,Prosthodontist,Digital Dentistry & AI,Greater New York Academy of Prosthodontics 70th Scientific Meeting
94,Dr. Oscar González-Martin,/attached_assets/image_1752679521395.png,"DDS, PhD, MSc",Perio-Prostho Treatment,Greater New York Academy of Prosthodontics 70th Scientific Meeting
93,Dr. Renato Cocconi,/attached_assets/image_1752679490430.png,"MD, MS",Interdisciplinary Treatment,Greater New York Academy of Prosthodontics 70th Scientific Meeting
87,Dr. Stephen J. Chu,/attached_assets/image_1752679559224.png,Adjunct Clinical Professor,Esthetic Implant Dentistry,Greater New York Academy of Prosthodontics 70th Scientific Meeting
86,Dr. Thomas D. Taylor,https://www.fixedprosthodontics.org/annual_meeting/2025_Annual_Scientific_Session/speakers/dr_thomas_taylor/image.jpg,Professor and Head of Reconstructive Sciences,Implant Dentistry,Greater New York Academy of Prosthodontics 70th Scientific Meeting
83,Dr. Yu Zhang,https://www.dental.upenn.edu/wp-content/uploads/2020/08/Yu20Zhang-120x120.jpeg,Professor of Dental Materials,Ceramic Machining & Sintering,Greater New York Academy of Prosthodontics 70th Scientific Meeting
97,Sam Alawie,/attached_assets/image_1753206773236.png,MDT,Full Arch Implant Restorations,Greater New York Academy of Prosthodontics 70th Scientific Meeting
452,Dr. Acela Martinez,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots-Acela-Martinez.png,Periodontist,Periodontics,ITI Congress USA 2026
465,Dr. Alex Gillone,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots%20-%20Gillone.png?fmt=png-alpha&wid=320,Periodontist,Periodontics,ITI Congress USA 2026
462,Dr. Alexandra Tsigarda,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots-tsigarida.png,Prosthodontist,Prosthodontics,ITI Congress USA 2026
456,Dr. Eduardo Lorenzana,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots-lorenzana.png,Periodontist,Periodontics,ITI Congress USA 2026
463,Dr. German Gallucci,https://www.hsdm.harvard.edu/sites/g/files/omnuum6001/files/styles/hwp_4_5__480x600/public/2025-04/Dr_Gallucci_headshot.jpg?itok=ne34ed3G,Prosthodontist,Prosthodontics,ITI Congress USA 2026
458,Dr. Ghida Lawand,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots%20-%20Lawand.png?fmt=png-alpha&wid=320,Prosthodontist,Prosthodontics,ITI Congress USA 2026
461,Dr. Kostas Chochlidakis,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots%20-%20Chochlidakis.png?fmt=png-alpha&wid=320,Prosthodontist,Prosthodontics,ITI Congress USA 2026
459,Dr. Lorenzo Tavelli,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots%20-%20Tavelli.png?fmt=png-alpha&wid=320,Periodontist,Periodontics,ITI Congress USA 2026
455,Dr. Luiz Gonzaga,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots%20-%20Gonzaga.png,Prosthodontist,Prosthodontics,ITI Congress USA 2026
457,Dr. Manrique Fonseca,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots-Fonseca.png,Prosthodontist,Prosthodontics,ITI Congress USA 2026
460,Dr. Maria Elisa Galarraga-Vinueza,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots-Galarraga.png,Prosthodontist,Prosthodontics,ITI Congress USA 2026
454,Dr. Robert Levine,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots-Levine-1.png?fmt=png-alpha&wid=320,Periodontist,Periodontics,ITI Congress USA 2026
466,Dr. Sam Bakuri,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/Bakuri.png?fmt=png-alpha&wid=320,Dentist,General Dentistry,ITI Congress USA 2026
453,Dr. Wael Att,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/iti-landing-pages/congress/2026/ITI-NAM-Congress-AEM-Hedshots%20-%20Att.png?fmt=png-alpha&wid=320,Prosthodontist,Prosthodontics,ITI Congress USA 2026
464,Sam Alawie,/attached_assets/image_1753206773236.png,Dental Technician,Prosthodontics,ITI Congress USA 2026
36,Dr. Athena Goodarzi,@assets/images_1751918095633.jpg,Implant Dentist,Full Arch Dentistry Specialist,Neodent Full Arch Growth Summit
79,Dr. Azam Saeed,@assets/Saeed-FAS_1751917656705.png,Oral Surgeon,Full Arch Surgical Protocols,Neodent Full Arch Growth Summit
39,Dr. Clark Damon,@assets/Damon-FAS_1751917650492.png,Prosthodontist,Chairside Conversion Specialist,Neodent Full Arch Growth Summit
78,Dr. Drew Phillips,@assets/Phillips-Drew-Headshot-1_1751917654708.png,Prosthodontist,Full Arch Practice Management,Neodent Full Arch Growth Summit
41,Dr. James Fetsch,@assets/Fetsch-FAS_1751917652794.png,Implant Dentist,Advanced Full Arch Techniques,Neodent Full Arch Growth Summit
35,Dr. Peyman Raissi,@assets/Raissi-FAS_1751917655805.png,Prosthodontist,Prosthetic Options for Full Arch,Neodent Full Arch Growth Summit
37,Dr. Ryan Dunlop,@assets/Dunlop-FAS_1751917650493.png,Digital Dentistry Specialist,Full Arch Digital Workflow,Neodent Full Arch Growth Summit
40,Dr. Sergio Bernardes,@assets/Bernardes- FAS_1751917650491.png,Oral Surgeon,Surgical Innovation Expert,Neodent Full Arch Growth Summit
77,Dr. Seth Chambers,@assets/Chambers-FAS_1751917650492.png,Implant Dentist,Full Arch Practice Development,Neodent Full Arch Growth Summit
34,Dr. Sully Sullivan,@assets/Sullivan-FAS-2_1751917658141.png,Implant Dentist,Full Arch Practice Growth,Neodent Full Arch Growth Summit
33,Dr. Tarun Agarwal,@assets/Agarwal-FAS-1_1751917650493.png,Implant Dentist,Full Arch Practice Growth,Neodent Full Arch Growth Summit
38,Dr. Vishy Broumand,@assets/Broumand-FAS_1751917650492.png,Oral Surgeon,Complication Management,Neodent Full Arch Growth Summit
80,Edward Khalameizer,@assets/image_1751981426311.png,Dental Technician,Zirconia Full Arch Prosthetics,Neodent Full Arch Growth Summit
76,Mike Graham,@assets/1661204465321_1751919181307.jpg,VP of Sales,Business Development,Neodent Full Arch Growth Summit
75,Stacy Feffer-Farley,@assets/IMG_5991-e1745517938312-600x600-c_1751918187977.jpeg,Practice Consultant,Team Development & Case Acceptance,Neodent Full Arch Growth Summit
52,Dr. James Mah,https://www.unlv.edu/sites/default/files/styles/450_width/public/employee_images/James_Mah_2020_Close.jpg?itok=eGOL1J69,Doctor of Dental Medicine,Orthodontics,North America Esthetic Days 2025 with ClearCorrect
57,Dr. Jasper Thoolen,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/group/xy/speakers-portraits/blurb/light-grey/Speaker_Jasper_Thoolen.png?fmt=png-alpha&wid=950,Doctor of Dental Medicine,Implant Dentistry,North America Esthetic Days 2025 with ClearCorrect
54,Dr. Jeff Briney,@assets/image_1752005060214.png,Doctor of Dental Medicine,Prosthodontics,North America Esthetic Days 2025 with ClearCorrect
51,Dr. Larissa Trojan,https://images.unsplash.com/photo-1559839734-2b71ea197ec2?ixlib=rb-4.0.3&auto=format&fit=crop&w=400&h=400,Doctor of Dental Medicine,Orthodontics,North America Esthetic Days 2025 with ClearCorrect
53,Dr. Mark Lowe,https://drloweortho.com/wp-content/uploads/2024/08/Dr-Lowe-Orthodontics-5.jpg,Doctor of Dental Medicine,Esthetic Dentistry,North America Esthetic Days 2025 with ClearCorrect
55,Dr. Melissa Shotell,https://learndentistry.com/wp-content/uploads/2019/10/Shotell-Melissa-5x7-1_flip.jpg.webp,Doctor of Dental Medicine,Orthodontics,North America Esthetic Days 2025 with ClearCorrect
56,Dr. Michael Cohen,@assets/image_1752003854971.png,Doctor of Dental Medicine,Myofunctional Therapy,North America Esthetic Days 2025 with ClearCorrect
58,Dr. Mostafa Altalibi,@assets/image_1752005153612.png,Doctor of Dental Medicine,Orthodontics,North America Esthetic Days 2025 with ClearCorrect
59,Tracy Butler,https://www.perfectsmilesdentalcare.com/wp-content/uploads/2024/02/dr-tracy-boldry-jpg.webp,"Certified Registered Dental Hygienist, MFT",Myofunctional Therapy,North America Esthetic Days 2025 with ClearCorrect
429,Dr. Allison Rascon,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM10.png?fmt=png-alpha&wid=320,DDS,General & Digital Dentistry,Straumann Esthetic Days 2025
423,Dr. Armand Bedrossian,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM2.png?fmt=png-alpha&wid=320,DDS,Oral Surgery & Implantology,Straumann Esthetic Days 2025
418,Dr. David Lipton,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM8.png?fmt=png-alpha&wid=320,"DDS, MS",Periodontology,Straumann Esthetic Days 2025
424,Dr. Edmond Bedrossian,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM3.png?fmt=png-alpha&wid=320,DDS,Oral Surgery & Implantology,Straumann Esthetic Days 2025
543,Dr. Jasper Thoolen,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM13.png?fmt=png-alpha&wid=320,Orthodontist & Implant Dentist,Orthodontics,Straumann Esthetic Days 2025
428,Dr. Katie Lee,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM6.png?fmt=png-alpha&wid=320,DDS,Restorative Dentistry & CAD/CAM,Straumann Esthetic Days 2025
420,Dr. Kimberly Schlam,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM11.png?fmt=png-alpha&wid=320,DDS,Restorative Dentistry,Straumann Esthetic Days 2025
422,Dr. Larry Brecht,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM4.png?fmt=png-alpha&wid=320,DDS,General & Restorative Dentistry,Straumann Esthetic Days 2025
425,Dr. Naif Sinada,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM12.png?fmt=png-alpha&wid=320,"DDS, MS",Implant & Esthetic Dentistry,Straumann Esthetic Days 2025
417,Dr. Sonia Leziy,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM7.png?fmt=png-alpha&wid=320,"DDS, MS",Prosthodontics & Esthetics,Straumann Esthetic Days 2025
427,Dr. Wael Att,https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM.png?fmt=png-alpha&wid=320,"DDS, MS, PhD",Prosthodontics & Digital Dentistry,Straumann Esthetic Days 2025
415,Grant Bester,"https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/group/xy/home/portraits/management/Grant_Bester_03_highres.jpg?crop=0,276,5000,3333&wid=720",Digital Workflow Specialist,Digital Dentistry,Straumann Esthetic Days 2025
544,Jessica Russell,https://media.licdn.com/dms/image/v2/D5603AQFxq3hAVd1UCQ/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1728688483159?e=2147483647&v=beta&t=ZYxIcVGqCOLmQtoQL0PRtroLQUWlBF6i3fBMxJh5lGg,Product Specialist,Product Management,Straumann Esthetic Days 2025
421,"Marisa Notturno, CDT",https://straumannprod-h.assetsadobe2.com/is/image/content/dam/sites/straumann/xy_nam/straumann-landing-pages/esthetic-days/NAM-Esthetic-Day-Headshots-AEM9.png?fmt=png-alpha&wid=320,"RDH, MS",Dental Hygiene & Team Workflows,Straumann Esthetic Days 2025
